0,1,5.716336232,12.95661667,15.03302808,7.907360149,19.78285764,1
30,1,12.95661667,15.03302808,7.907360149,19.78285764,18.50551389,1
60,1,15.03302808,7.907360149,19.78285764,18.50551389,19.81032577,1
90,1,7.907360149,19.78285764,18.50551389,19.81032577,21.42329378,1
120,1,19.78285764,18.50551389,19.81032577,21.42329378,22.40162975,1
150,1,18.50551389,19.81032577,21.42329378,22.40162975,27.21768131,1
180,1,19.81032577,21.42329378,22.40162975,27.21768131,8.151072376,1
210,1,21.42329378,22.40162975,27.21768131,8.151072376,7.853953236,1
240,1,22.40162975,27.21768131,8.151072376,7.853953236,5.277776754,0
270,1,27.21768131,8.151072376,7.853953236,5.277776754,0.288574219,0
300,1,8.151072376,7.853953236,5.277776754,0.288574219,0.569976231,0
330,1,7.853953236,5.277776754,0.288574219,0.569976231,0.594298165,0
360,1,5.277776754,0.288574219,0.569976231,0.594298165,0.588530918,0
390,0,0.288574219,0.569976231,0.594298165,0.588530918,0.287924713,0
420,0,0.569976231,0.594298165,0.588530918,0.287924713,0.587789284,0
450,0,0.594298165,0.588530918,0.287924713,0.587789284,0.584048865,0
480,0,0.588530918,0.287924713,0.587789284,0.584048865,0.286588849,0
510,0,0.287924713,0.587789284,0.584048865,0.286588849,0.284400796,0
540,0,0.587789284,0.584048865,0.286588849,0.284400796,0.554305167,0
570,0,0.584048865,0.286588849,0.284400796,0.554305167,0.62890625,0
600,0,0.286588849,0.284400796,0.554305167,0.62890625,0.648764556,0
630,0,0.284400796,0.554305167,0.62890625,0.648764556,0.305350825,0
660,0,0.554305167,0.62890625,0.648764556,0.305350825,0.301656471,0
690,0,0.62890625,0.648764556,0.305350825,0.301656471,0.311979474,0
720,0,0.648764556,0.305350825,0.301656471,0.311979474,3.364704636,0
750,0,0.305350825,0.301656471,0.311979474,3.364704636,0.321823408,0
780,0,0.301656471,0.311979474,3.364704636,0.321823408,0.317060363,0
810,0,0.311979474,3.364704636,0.321823408,0.317060363,0.292231722,0
840,0,3.364704636,0.321823408,0.317060363,0.292231722,0.285179282,0
870,0,0.321823408,0.317060363,0.292231722,0.285179282,0.30570552,0
900,0,0.317060363,0.292231722,0.285179282,0.30570552,0.296345261,0
